180.028 117.011 4 
181.396 120.77 4 
181.396 120.77 6 
180.028 117.011 6 

180.028 117.011 4 
177.457 120.075 4 
177.457 120.075 6 
180.028 117.011 6 

180.028 117.011 4 
176.089 116.316 4 
176.089 116.316 6 
180.028 117.011 6 

180.028 117.011 4 
178.66 113.252 4 
178.66 113.252 6 
180.028 117.011 6 

180.028 117.011 4 
182.599 113.947 4 
182.599 113.947 6 
180.028 117.011 6 

180.028 117.011 4 
183.967 117.705 4 
183.967 117.705 6 
180.028 117.011 6 

180.028 117.011 4 
181.396 120.77 4 
181.396 120.77 6 
180.028 117.011 6 

